gene,chr,start,stop,lead_or_lag
YGR018C,chrVII,524365,524694,-
YGR019W,chrVII,525229,526644,+
YGR020C,chrVII,526973,527329,-
YGR021W,chrVII,527632,528504,+
YGR022C,chrVII,529257,529586,-
YGR023W,chrVII,529264,530919,+
YGR024C,chrVII,531883,532596,-
YGR025W,chrVII,532639,532941,+
YGR026W,chrVII,532985,533821,+
YGR027C,chrVII,534132,534785,-
YGR028W,chrVII,542203,543291,+
YGR029W,chrVII,543553,544205,+
YGR030C,chrVII,545681,546157,-
YGR031W,chrVII,546441,547469,+
YGR031C-A,chrVII,546809,547300,-
YGR032W,chrVII,548264,553951,+
YGR033C,chrVII,554248,554967,-
YGR034W,chrVII,555812,556672,+
YGR035C,chrVII,557072,557422,-
YGR035W-A,chrVII,557565,557786,+
YGR036C,chrVII,558149,558868,-
YGR037C,chrVII,559731,559994,-
YGR038W,chrVII,560682,561350,+
YGR039W,chrVII,574888,575199,+
YGR040W,chrVII,575398,576504,+
YGR041W,chrVII,577487,579130,+
YGR042W,chrVII,579476,580291,+
YGR043C,chrVII,580435,581436,-
YGR044C,chrVII,582990,583892,-
YGR045C,chrVII,583934,584296,-
YGR046W,chrVII,584895,586052,+
YGR047C,chrVII,586392,589469,-
YGR048W,chrVII,589826,590911,+
YGR049W,chrVII,591314,591877,+
YGR050C,chrVII,592086,592442,-
YGR051C,chrVII,592906,593229,-
YGR052W,chrVII,593596,594705,+
YGR053C,chrVII,594986,595837,-
YGR054W,chrVII,596693,598621,+
YGR055W,chrVII,599417,601141,+
YGR056W,chrVII,601661,604447,+
YGR057C,chrVII,604773,605501,-
YGR058W,chrVII,606136,607143,+
YGR059W,chrVII,607563,609101,+
YGR060W,chrVII,610564,611493,+
YGR061C,chrVII,611889,615965,-
YGR062C,chrVII,616328,617278,-
YGR063C,chrVII,617516,617824,-
YGR064W,chrVII,617621,617989,+
YGR065C,chrVII,618077,619858,-
YGR066C,chrVII,620921,621799,-
YGR067C,chrVII,622372,624786,-
YGR068C,chrVII,625324,627084,-
YGR068W-A,chrVII,626294,626389,+
YGR069W,chrVII,627083,627418,+
YGR070W,chrVII,627806,631273,+
YGR071C,chrVII,631481,634063,-
YGR072W,chrVII,634304,635467,+
YGR073C,chrVII,635615,635986,-
YGR074W,chrVII,635712,636152,+
YGR075C,chrVII,636147,636875,-
YGR076C,chrVII,637104,637577,-
YGR077C,chrVII,637744,639513,-
YGR078C,chrVII,639772,640371,-
YGR079W,chrVII,640720,641832,+
YGR080W,chrVII,642010,643008,+
YGR081C,chrVII,643148,643780,-
YGR082W,chrVII,644044,644595,+
YGR083C,chrVII,644860,646815,-
YGR084C,chrVII,647123,648142,-
YGR085C,chrVII,648383,648907,-
YGR086C,chrVII,649598,650617,-
YGR087C,chrVII,651290,652981,-
YGR088W,chrVII,654634,656322,+
YGR089W,chrVII,656960,659770,+
YGR090W,chrVII,662358,666071,+
YGR091W,chrVII,666341,667825,+
YGR092W,chrVII,668189,669907,+
YGR093W,chrVII,670388,671911,+
YGR094W,chrVII,672186,675500,+
YGR095C,chrVII,675671,676342,-
YGR096W,chrVII,676621,677565,+
YGR097W,chrVII,678695,682135,+
YGR098C,chrVII,682566,687458,-
YGR099W,chrVII,687899,689965,+
YGR100W,chrVII,690245,693097,+
YGR101W,chrVII,693363,694403,+
YGR102C,chrVII,694584,695135,-
YGR103W,chrVII,695417,697234,+
YGR104C,chrVII,697445,698368,-
YGR105W,chrVII,698599,698832,+
YGR106C,chrVII,698989,699786,-
YGR107W,chrVII,702667,703116,+
YGR108W,chrVII,703636,705051,+
YGR109C,chrVII,705359,706501,-
YGR110W,chrVII,713709,715046,+
YGR111W,chrVII,715828,717030,+
YGR112W,chrVII,717358,718527,+
YGR113W,chrVII,718893,719924,+
YGR114C,chrVII,720265,720654,-
YGR115C,chrVII,720372,721151,-
YGR116W,chrVII,720409,724764,+
YGR117C,chrVII,725049,726479,-
YGR118W,chrVII,726974,727730,+
YGR119C,chrVII,728046,729671,-
YGR120C,chrVII,730033,730821,-
YGR121C,chrVII,731449,732927,-
YGR121W-A,chrVII,733412,733627,+
YGR122W,chrVII,733935,735143,+
YGR122C-A,chrVII,735630,735758,-
YGR123C,chrVII,736662,738203,-
YGR124W,chrVII,739944,741662,+
YGR125W,chrVII,742325,745435,+
YGR126W,chrVII,745835,746527,+
YGR127W,chrVII,746798,747736,+
YGR128C,chrVII,747950,750091,-
YGR129W,chrVII,750400,751047,+
YGR130C,chrVII,751394,753844,-
YGR131W,chrVII,754726,755250,+
YGR132C,chrVII,755589,756452,-
YGR133W,chrVII,756896,757447,+
YGR134W,chrVII,757770,761138,+
YGR135W,chrVII,761392,762168,+
YGR136W,chrVII,762428,763153,+
YGR137W,chrVII,762888,763262,+
YGR138C,chrVII,763762,765606,-
YGR139W,chrVII,765726,766064,+
YGR140W,chrVII,767429,770299,+
YGR141W,chrVII,770569,771972,+
YGR142W,chrVII,772454,773686,+
YGR143W,chrVII,775193,777508,+
YGR144W,chrVII,780399,781379,+
YGR145W,chrVII,781767,783890,+
YGR146C,chrVII,784223,784858,-
YGR146C-A,chrVII,785276,785437,-
YGR147C,chrVII,786054,786920,-
YGR148C,chrVII,787312,788178,-
YGR149W,chrVII,789031,790329,+
YGR150C,chrVII,790459,793053,-
YGR151C,chrVII,794655,794990,-
YGR152C,chrVII,794674,795492,-
YGR153W,chrVII,796092,796745,+
YGR154C,chrVII,796798,797868,-
YGR155W,chrVII,798543,800066,+
YGR156W,chrVII,800546,801823,+
YGR157W,chrVII,802440,805049,+
YGR158C,chrVII,805269,806021,-
YGR159C,chrVII,806412,807656,-
YGR160W,chrVII,807073,807684,+
YGR161C,chrVII,808629,809420,-
YGR161W-C,chrVII,810227,810505,+
YGR162W,chrVII,824059,826917,+
YGR163W,chrVII,827552,828577,+
YGR164W,chrVII,828625,828960,+
YGR165W,chrVII,829116,830153,+
YGR166W,chrVII,830515,832197,+
YGR167W,chrVII,832456,833157,+
YGR168C,chrVII,833352,834482,-
YGR169C,chrVII,834689,835903,-
YGR169C-A,chrVII,836387,836665,-
YGR170W,chrVII,837142,840558,+
YGR171C,chrVII,840824,842551,-
YGR172C,chrVII,842845,843591,-
YGR173W,chrVII,843854,844960,+
YGR174C,chrVII,845893,846405,-
YGR174W-A,chrVII,846655,846741,+
YGR175C,chrVII,846933,848423,-
YGR176W,chrVII,848720,849067,+
YGR177C,chrVII,848829,850436,-
YGR178C,chrVII,851047,853215,-
YGR179C,chrVII,853675,854895,-
YGR180C,chrVII,855264,856301,-
YGR181W,chrVII,858287,858604,+
YGR182C,chrVII,858551,858904,-
YGR183C,chrVII,859063,859476,-
YGR184C,chrVII,859901,865753,-
YGR185C,chrVII,866336,867520,-
YGR186W,chrVII,867774,869981,+
YGR187C,chrVII,870232,871416,-
YGR188C,chrVII,872044,875109,-
YGR189C,chrVII,876669,878192,-
YGR190C,chrVII,880296,880661,-
YGR191W,chrVII,880420,882231,+
YGR192C,chrVII,882812,883810,-
YGR193C,chrVII,884509,885741,-
YGR194C,chrVII,886073,887875,-
YGR195W,chrVII,888882,889622,+
YGR196C,chrVII,889733,892186,-
YGR197C,chrVII,892497,894140,-
YGR198W,chrVII,894693,897146,+
YGR199W,chrVII,897502,899781,+
YGR200C,chrVII,899904,902270,-
YGR201C,chrVII,902520,903197,-
YGR202C,chrVII,903474,904748,-
YGR203W,chrVII,905237,905683,+
YGR204W,chrVII,905934,908774,+
YGR204C-A,chrVII,909061,909174,-
YGR205W,chrVII,909213,910085,+
YGR206W,chrVII,910432,910737,+
YGR207C,chrVII,910843,911628,-
YGR208W,chrVII,911883,912812,+
YGR209C,chrVII,912913,913227,-
YGR210C,chrVII,913503,914738,-
YGR211W,chrVII,915241,916701,+
YGR212W,chrVII,917040,918446,+
YGR213C,chrVII,918512,919465,-
YGR214W,chrVII,920575,921788,+
YGR215W,chrVII,922175,922507,+
YGR216C,chrVII,922633,924462,-
YGR217W,chrVII,924696,930815,+
YGR218W,chrVII,932541,935795,+
YGR219W,chrVII,936035,936376,+
YGR220C,chrVII,936074,936883,-
YGR221C,chrVII,937124,938992,-
YGR222W,chrVII,939923,940804,+
YGR223C,chrVII,940869,942215,-
YGR224W,chrVII,942806,944647,+
YGR225W,chrVII,945145,947019,+
YGR226C,chrVII,946792,947001,-
YGR227W,chrVII,947420,948997,+
YGR228W,chrVII,949365,949709,+
YGR229C,chrVII,949382,950899,-
YGR230W,chrVII,951894,952307,+
YGR231C,chrVII,952548,953480,-
YGR232W,chrVII,953960,954646,+
YGR233C,chrVII,954674,958210,-
YGR234W,chrVII,959904,961103,+
YGR235C,chrVII,961360,962061,-
YGR236C,chrVII,962530,962817,-
YGR237C,chrVII,963298,965655,-
YGR238C,chrVII,966039,968687,-
YGR239C,chrVII,969187,970053,-
YGR240C,chrVII,970771,973734,-
YGR240C-A,chrVII,974577,974777,-
YGR241C,chrVII,974875,976581,-
YGR242W,chrVII,976415,976723,+
YGR243W,chrVII,977336,977776,+
YGR244C,chrVII,978036,979319,-
YGR245C,chrVII,979765,982068,-
YGR246C,chrVII,982482,984272,-
YGR247W,chrVII,984966,985685,+
YGR248W,chrVII,985972,986739,+
YGR249W,chrVII,988049,989419,+
YGR250C,chrVII,991176,993521,-
YGR251W,chrVII,995639,996229,+
YGR252W,chrVII,996869,998188,+
YGR253C,chrVII,998358,999140,-
YGR254W,chrVII,1000927,1002240,+
YGR255C,chrVII,1002523,1003962,-
YGR256W,chrVII,1004624,1006102,+
YGR257C,chrVII,1006205,1007305,-
YGR258C,chrVII,1007671,1010766,-
YGR259C,chrVII,1012481,1012921,-
YGR260W,chrVII,1012485,1014089,+
YGR261C,chrVII,1014321,1016750,-
YGR262C,chrVII,1016974,1017759,-
YGR263C,chrVII,1017967,1019241,-
YGR264C,chrVII,1019598,1021853,-
YGR265W,chrVII,1021648,1022058,+
YGR266W,chrVII,1022656,1024761,+
YGR267C,chrVII,1025004,1025735,-
YGR268C,chrVII,1026057,1026653,-
YGR269W,chrVII,1026636,1026962,+
YGR270W,chrVII,1027370,1031509,+
YGR270C-A,chrVII,1027382,1027600,-
YGR271W,chrVII,1031791,1037694,+
YGR271C-A,chrVII,1037800,1038501,-
YGR273C,chrVII,1038715,1039239,-
YGR274C,chrVII,1039895,1043095,-
YGR275W,chrVII,1043276,1043749,+
YGR276C,chrVII,1043819,1045480,-
YGR277C,chrVII,1045644,1046561,-
YGR278W,chrVII,1046731,1048464,+
YGR279C,chrVII,1048798,1049958,-
YGR280C,chrVII,1050910,1051725,-
YGR281W,chrVII,1052824,1057257,+
YGR282C,chrVII,1057783,1058724,-
YGR283C,chrVII,1059015,1060040,-
YGR284C,chrVII,1060658,1061590,-
YGR285C,chrVII,1061852,1063153,-
YGR286C,chrVII,1063813,1064940,-
YGR287C,chrVII,1067222,1068991,-
YGR288W,chrVII,1070293,1071714,+
YGR289C,chrVII,1073963,1075813,-
YGR290W,chrVII,1075482,1075925,+
YGR291C,chrVII,1076283,1076504,-
YGR292W,chrVII,1076599,1078353,+
YGR293C,chrVII,1079885,1080346,-
YGR294W,chrVII,1080306,1080668,+
YGR295C,chrVII,1081584,1082729,-
YGR296W,chrVII,1084864,1090591,+
YGR296C-A,chrVII,1088870,1089445,-
YGR296C-B,chrVII,1089746,1090228,-
YHL050C,chrVIII,445,3311,-
YHL050W-A,chrVIII,811,1293,+
YHL049C,chrVIII,3726,4541,-
YHL048C-A,chrVIII,5663,5797,-
YHL048W,chrVIII,6401,7546,+
YHL047C,chrVIII,8351,10213,-
YHL046W-A,chrVIII,9981,10307,+
YHL046C,chrVIII,11923,12285,-
YHL045W,chrVIII,12502,12849,+
YHL044W,chrVIII,13565,14272,+
YHL043W,chrVIII,14901,15413,+
YHL042W,chrVIII,15667,16119,+
YHL041W,chrVIII,17392,17841,+
YHL040C,chrVIII,19088,20971,-
YHL039W,chrVIII,21783,23540,+
YHL038C,chrVIII,23617,25509,-
YHL037C,chrVIII,25778,26179,-
YHL036W,chrVIII,26241,27881,+
YHL035C,chrVIII,27978,32756,-
YHL034W-A,chrVIII,33176,33637,+
YHL034C,chrVIII,33193,34077,-
YHL033C,chrVIII,35255,36025,-
YHL032C,chrVIII,36379,38508,-
YHL031C,chrVIII,38815,39486,-
YHL030W-A,chrVIII,39074,39535,+
YHL030W,chrVIII,40084,45690,+
YHL029C,chrVIII,45929,47968,-
YHL028W,chrVIII,48763,50580,+
YHL027W,chrVIII,51111,52988,+
YHL026C,chrVIII,53219,54166,-
YHL025W,chrVIII,54851,55849,+
YHL024W,chrVIII,56649,58790,+
YHL023C,chrVIII,59123,62563,-
YHL022C,chrVIII,62961,64157,-
YHL021C,chrVIII,64462,65859,-
YHL020C,chrVIII,66242,67456,-
YHL019W-A,chrVIII,67711,68304,+
YHL019C,chrVIII,67731,69548,-
YHL018W,chrVIII,69708,70070,+
YHL017W,chrVIII,70276,71874,+
YHL016C,chrVIII,72037,74244,-
YHL015W-A,chrVIII,74699,74782,+
YHL015W,chrVIII,75412,75777,+
YHL014C,chrVIII,76097,77314,-
YHL013C,chrVIII,77430,78353,-
YHL012W,chrVIII,78936,80417,+
YHL011C,chrVIII,80654,81616,-
YHL010C,chrVIII,81964,83721,-
YHL009C,chrVIII,84068,85060,-
YHL008C,chrVIII,92627,94510,-
YHL007C,chrVIII,95118,97937,-
YHL006W-A,chrVIII,97732,98085,+
YHL006C,chrVIII,98343,98795,-
YHL005C,chrVIII,98828,99220,-
YHL004W,chrVIII,99219,100403,+
YHL003C,chrVIII,100648,101883,-
YHL002C-A,chrVIII,102587,103075,-
YHL002W,chrVIII,102612,103970,+
YHL001W,chrVIII,104277,105091,+
YHR001W,chrVIII,106055,107368,+
YHR001W-A,chrVIII,107826,108122,+
YHR002W,chrVIII,108812,109885,+
YHR003C,chrVIII,110028,111317,-
YHR004C,chrVIII,111754,113094,-
YHR005C,chrVIII,113499,114917,-
YHR005C-A,chrVIII,115620,115901,-
YHR006W,chrVIII,117814,119439,+
YHR007C,chrVIII,120091,121683,-
YHR007C-A,chrVIII,122550,122765,-
YHR008C,chrVIII,122889,123590,-
YHR009C,chrVIII,124109,125680,-
YHR010W,chrVIII,126521,127492,+
YHR011W,chrVIII,127780,129120,+
YHR012W,chrVIII,129481,130448,+
YHR013C,chrVIII,130730,131446,-
YHR014W,chrVIII,132047,132922,+
YHR015W,chrVIII,134554,136533,+
YHR016C,chrVIII,136881,138455,-
YHR017W,chrVIII,138694,139851,+
YHR018C,chrVIII,140011,141402,-
YHR019C,chrVIII,141894,143558,-
YHR020W,chrVIII,143996,146062,+
YHR021C,chrVIII,147871,148669,-
YHR021W-A,chrVIII,149225,149680,+
YHR022C,chrVIII,149575,150345,-
YHR022C-A,chrVIII,151217,151306,-
YHR023W,chrVIII,151666,157452,+
YHR024C,chrVIII,157744,159192,-
YHR025W,chrVIII,159438,160511,+
YHR026W,chrVIII,160844,161485,+
YHR027C,chrVIII,161730,164711,-
YHR028C,chrVIII,164978,167434,-
YHR028W-A,chrVIII,167352,167672,+
YHR029C,chrVIII,167677,168561,-
YHR030C,chrVIII,168890,170344,-
YHR031C,chrVIII,170799,172970,-
YHR032W,chrVIII,173344,175089,+
YHR032W-A,chrVIII,175195,175374,+
YHR032C-A,chrVIII,175275,175394,-
YHR033W,chrVIII,175548,176819,+
YHR034C,chrVIII,176965,177999,-
YHR035W,chrVIII,178219,180111,+
YHR036W,chrVIII,180345,181760,+
YHR037W,chrVIII,181977,183704,+
YHR038W,chrVIII,184066,184758,+
YHR039C,chrVIII,184875,186809,-
YHR039C-A,chrVIII,187173,187679,-
YHR040W,chrVIII,187924,189024,+
YHR041C,chrVIII,189131,189864,-
YHR042W,chrVIII,190543,192618,+
YHR043C,chrVIII,192805,193545,-
YHR044C,chrVIII,194068,194808,-
YHR045W,chrVIII,195551,197233,+
YHR046C,chrVIII,197398,198285,-
YHR047C,chrVIII,198740,201310,-
YHR048W,chrVIII,204607,206151,+
YHR049W,chrVIII,206462,207193,+
YHR049C-A,chrVIII,207234,207530,-
YHR050W,chrVIII,207654,209303,+
YHR050W-A,chrVIII,209475,209645,+
YHR051W,chrVIII,209705,210151,+
YHR052W,chrVIII,210848,211978,+
YHR052W-A,chrVIII,212510,212704,+
YHR053C,chrVIII,212535,212720,-
YHR054C,chrVIII,213185,214249,-
YHR054W-A,chrVIII,214508,214702,+
YHR055C,chrVIII,214533,214718,-
YHR056C,chrVIII,215183,217834,-
YHR056W-A,chrVIII,217406,217840,+
YHR057C,chrVIII,218226,218843,-
YHR058C,chrVIII,218997,219884,-
YHR059W,chrVIII,220108,220500,+
YHR060W,chrVIII,220725,221270,+
YHR061C,chrVIII,221534,222478,-
YHR062C,chrVIII,222877,223758,-
YHR063C,chrVIII,224030,225169,-
YHR063W-A,chrVIII,225442,225777,+
YHR064C,chrVIII,225525,227141,-
YHR065C,chrVIII,227532,229037,-
YHR066W,chrVIII,229335,230696,+
YHR067W,chrVIII,230970,231812,+
YHR068W,chrVIII,232133,233296,+
YHR069C,chrVIII,233579,234658,-
YHR069C-A,chrVIII,234874,235236,-
YHR070W,chrVIII,234881,236380,+
YHR070C-A,chrVIII,236102,236512,-
YHR071W,chrVIII,237004,237693,+
YHR071C-A,chrVIII,238910,239230,-
YHR072W,chrVIII,239098,241293,+
YHR072W-A,chrVIII,241664,241840,+
YHR073W,chrVIII,242582,245572,+
YHR073W-A,chrVIII,242868,243044,+
YHR073C-B,chrVIII,245422,245502,-
YHR074W,chrVIII,246193,248337,+
YHR075C,chrVIII,248439,249641,-
YHR076W,chrVIII,251101,252225,+
YHR077C,chrVIII,252374,255756,-
YHR078W,chrVIII,256360,258018,+
YHR079C,chrVIII,258244,261591,-
YHR079C-A,chrVIII,262192,262553,-
YHR080C,chrVIII,262801,266838,-
YHR081W,chrVIII,267538,268092,+
YHR082C,chrVIII,268459,271548,-
YHR083W,chrVIII,272627,273616,+
YHR084W,chrVIII,274174,276240,+
YHR085W,chrVIII,276764,277768,+
YHR086W,chrVIII,278153,279724,+
YHR086W-A,chrVIII,280231,280392,+
YHR087W,chrVIII,280820,281155,+
YHR088W,chrVIII,281495,282382,+
YHR089C,chrVIII,282681,283298,-
YHR090C,chrVIII,283777,284625,-
YHR091C,chrVIII,284839,286770,-
YHR092C,chrVIII,287081,288811,-
YHR093W,chrVIII,289142,289690,+
YHR094C,chrVIII,290913,292625,-
YHR095W,chrVIII,292943,293437,+
YHR096C,chrVIII,294669,296447,-
YHR097C,chrVIII,297385,298609,-
YHR098C,chrVIII,299145,301934,-
YHR099W,chrVIII,302761,313995,+
YHR100C,chrVIII,314116,314673,-
YHR101C,chrVIII,314874,315968,-
YHR102W,chrVIII,316572,319814,+
YHR103W,chrVIII,320414,322972,+
YHR104W,chrVIII,323409,324392,+
YHR105W,chrVIII,324766,325410,+
YHR106W,chrVIII,325598,326626,+
YHR107C,chrVIII,326813,328036,-
YHR108W,chrVIII,328303,330060,+
YHR109W,chrVIII,330310,332067,+
YHR110W,chrVIII,332282,332920,+
YHR111W,chrVIII,333072,334394,+
YHR112C,chrVIII,334527,335663,-
YHR113W,chrVIII,336337,337809,+
YHR114W,chrVIII,338083,339984,+
YHR115C,chrVIII,340109,341359,-
YHR116W,chrVIII,341665,342120,+
YHR117W,chrVIII,342349,344268,+
YHR118C,chrVIII,344321,345628,-
YHR119W,chrVIII,346043,349285,+
YHR120W,chrVIII,349574,352453,+
YHR121W,chrVIII,352756,353319,+
YHR122W,chrVIII,353625,354320,+
YHR123W,chrVIII,354815,356081,+
YHR124W,chrVIII,356561,358444,+
YHR125W,chrVIII,358858,359163,+
YHR126C,chrVIII,359702,360181,-
YHR127W,chrVIII,360913,361644,+
YHR128W,chrVIII,362115,362765,+
YHR129C,chrVIII,362999,364153,-
YHR130C,chrVIII,364965,365300,-
YHR131C,chrVIII,365340,367892,-
YHR131W-A,chrVIII,367747,367992,+
YHR132C,chrVIII,368502,369794,-
YHR132W-A,chrVIII,370054,370449,+
YHR133C,chrVIII,370722,371597,-
YHR134W,chrVIII,371749,372558,+
YHR135C,chrVIII,372694,374310,-
YHR136C,chrVIII,374654,375100,-
YHR137W,chrVIII,375709,377250,+
YHR137C-A,chrVIII,375738,376388,-
YHR138C,chrVIII,377355,377699,-
YHR139C,chrVIII,378219,379199,-
YHR139C-A,chrVIII,380108,380419,-
YHR140W,chrVIII,380572,381291,+
YHR141C,chrVIII,381990,382751,-
YHR142W,chrVIII,383538,384488,+
YHR143W,chrVIII,385510,386487,+
YHR143W-A,chrVIII,387233,387445,+
YHR144C,chrVIII,387788,388726,-
YHR145C,chrVIII,388981,389337,-
YHR146W,chrVIII,390300,391697,+
YHR147C,chrVIII,392639,393283,-
YHR148W,chrVIII,393534,394085,+
YHR149C,chrVIII,394455,396659,-
YHR150W,chrVIII,397251,398990,+
YHR151C,chrVIII,399268,400848,-
YHR152W,chrVIII,401434,401955,+
YHR153C,chrVIII,402086,402682,-
YHR154W,chrVIII,402966,406178,+
YHR155W,chrVIII,407103,410789,+
YHR156C,chrVIII,411384,412406,-
YHR157W,chrVIII,412907,413455,+
YHR158C,chrVIII,413685,417179,-
YHR159W,chrVIII,417549,419063,+
YHR160C,chrVIII,419221,420072,-
YHR161C,chrVIII,420373,422286,-
YHR162W,chrVIII,423072,423461,+
YHR163W,chrVIII,423724,424473,+
YHR164C,chrVIII,424610,429178,-
YHR165C,chrVIII,429707,436948,-
YHR165W-A,chrVIII,436647,436958,+
YHR166C,chrVIII,437170,439050,-
YHR167W,chrVIII,439342,440127,+
YHR168W,chrVIII,440377,441933,+
YHR169W,chrVIII,442181,443476,+
YHR170W,chrVIII,443828,445384,+
YHR171W,chrVIII,445713,447605,+
YHR172W,chrVIII,448335,450806,+
YHR173C,chrVIII,450815,451153,-
YHR174W,chrVIII,451327,452640,+
YHR175W,chrVIII,452872,453441,+
YHR175W-A,chrVIII,453558,453707,+
YHR176W,chrVIII,454229,455527,+
YHR177W,chrVIII,456591,457952,+
YHR178W,chrVIII,459299,461530,+
YHR179W,chrVIII,462502,463704,+
YHR180W,chrVIII,465178,465669,+
YHR180W-A,chrVIII,466932,467114,+
YHR180C-B,chrVIII,466958,467062,-
YHR181W,chrVIII,467228,467914,+
YHR182W,chrVIII,468219,470576,+
YHR182C-A,chrVIII,470939,471412,-
YHR183W,chrVIII,470960,472429,+
YHR184W,chrVIII,472744,474459,+
YHR185C,chrVIII,474627,475340,-
YHR186C,chrVIII,475999,480672,-
YHR187W,chrVIII,480990,481919,+
YHR188C,chrVIII,482005,483837,-
YHR189W,chrVIII,484028,484600,+
YHR190W,chrVIII,484845,486179,+
YHR191C,chrVIII,486230,486631,-
YHR192W,chrVIII,486826,487662,+
YHR193C,chrVIII,487712,488236,-
YHR193C-A,chrVIII,488653,489027,-
YHR194W,chrVIII,488657,490396,+
YHR195W,chrVIII,490747,491712,+
YHR196W,chrVIII,491931,493658,+
YHR197W,chrVIII,493896,496187,+
YHR198C,chrVIII,496315,497280,-
YHR199C,chrVIII,497490,498422,-
YHR199C-A,chrVIII,498571,498859,-
YHR200W,chrVIII,499079,499885,+
YHR201C,chrVIII,499950,501143,-
YHR202W,chrVIII,502388,504196,+
YHR203C,chrVIII,504476,505530,-
YHR204W,chrVIII,506319,508709,+
YHR205W,chrVIII,509363,511837,+
YHR206W,chrVIII,512732,514600,+
YHR207C,chrVIII,514905,516485,-
YHR208W,chrVIII,517532,518713,+
YHR209W,chrVIII,519437,520312,+
YHR210C,chrVIII,520712,521737,-
YHR211W,chrVIII,525392,528619,+
YHR212C,chrVIII,537759,538094,-
YHR212W-A,chrVIII,538742,538945,+
YHR213W,chrVIII,539151,539747,+
YHR213W-A,chrVIII,540549,540782,+
YHR213W-B,chrVIII,540800,541099,+
YHR214W,chrVIII,541651,542262,+
YHR214W-A,chrVIII,543008,543493,+
YHR214C-D,chrVIII,550648,550941,-
YHR214C-E,chrVIII,551200,551499,-
YHR215W,chrVIII,552099,553502,+
YHR216W,chrVIII,554396,555967,+
YHR217C,chrVIII,556581,557042,-
YHR218W,chrVIII,558014,559924,+
YHR218W-A,chrVIII,559932,560249,+
YHR219W,chrVIII,560173,562047,+
YHR219C-A,chrVIII,561199,561681,-
YIL177C,chrIX,483,6147,-
YIL177W-A,chrIX,846,1328,+
YIL176C,chrIX,8793,9155,-
YIL173W,chrIX,11492,16141,+
YIL172C,chrIX,16784,18553,-
YIL171W-A,chrIX,18260,18712,+
YIL169C,chrIX,23119,26106,-
YIL166C,chrIX,30938,32566,-
YIL165C,chrIX,33718,34077,-
YIL164C,chrIX,34087,34686,-
YIL163C,chrIX,36899,37252,-
YIL162W,chrIX,37385,38983,+
YIL161W,chrIX,39433,40140,+
YIL160C,chrIX,40191,41444,-
YIL159W,chrIX,41825,45952,+
YIL158W,chrIX,46201,46815,+
YIL157C,chrIX,46949,47542,-
YIL156W-A,chrIX,47292,47693,+
YIL156W-B,chrIX,47690,47973,+
YIL156W,chrIX,48091,51306,+
YIL155C,chrIX,51759,53708,-
YIL154C,chrIX,53981,55021,-
YIL153W,chrIX,55198,56379,+
YIL152W,chrIX,56545,57252,+
YIL151C,chrIX,57338,60694,-
YIL150C,chrIX,61013,62728,-
YIL149C,chrIX,63028,68067,-
YIL148W,chrIX,68708,69528,+
YIL147C,chrIX,69791,73453,-
YIL146C,chrIX,74184,75773,-
YIL145C,chrIX,76354,77283,-
YIL144W,chrIX,78074,80149,+
YIL143C,chrIX,80510,83041,-
YIL142C-A,chrIX,83208,83540,-
YIL142W,chrIX,83302,84885,+
YIL141W,chrIX,85053,85442,+
YIL140W,chrIX,85366,87837,+
YIL139C,chrIX,87979,88716,-
YIL138C,chrIX,89230,89715,-
YIL137C,chrIX,89948,92788,-
YIL136W,chrIX,93619,94800,+
YIL135C,chrIX,95065,96375,-
YIL134C-A,chrIX,96522,96725,-
YIL134W,chrIX,97395,98330,+
YIL133C,chrIX,98527,99416,-
YIL132C,chrIX,99860,100501,-
YIL131C,chrIX,100781,102235,-
YIL130W,chrIX,102782,105676,+
YIL129C,chrIX,106107,113237,-
YIL128W,chrIX,113806,116904,+
YIL127C,chrIX,117024,117644,-
YIL126W,chrIX,117992,122071,+
YIL125W,chrIX,122689,125733,+
YIL124W,chrIX,126204,127097,+
YIL123W,chrIX,127662,129581,+
YIL122W,chrIX,130610,131665,+
YIL121W,chrIX,132244,133872,+
YIL120W,chrIX,134417,136108,+
YIL119C,chrIX,136654,137877,-
YIL118W,chrIX,139752,140447,+
YIL117C,chrIX,140613,141569,-
YIL116W,chrIX,142928,144085,+
YIL115W-A,chrIX,144268,144639,+
YIL115C,chrIX,144327,148709,-
YIL114C,chrIX,149143,149988,-
YIL113W,chrIX,150559,151188,+
YIL112W,chrIX,151595,154846,+
YIL111W,chrIX,155222,155765,+
YIL110W,chrIX,156045,157178,+
YIL109C,chrIX,157385,160165,-
YIL108W,chrIX,160887,162977,+
YIL107C,chrIX,163278,165761,-
YIL106W,chrIX,166415,167444,+
YIL105C,chrIX,167581,169641,-
YIL105W-A,chrIX,167664,167804,+
YIL104C,chrIX,169982,171505,-
YIL103W,chrIX,171751,173028,+
YIL102C-A,chrIX,173365,173592,-
YIL102C,chrIX,174582,174887,-
YIL101C,chrIX,175307,177250,-
YIL100C-A,chrIX,177343,177681,-
YIL100W,chrIX,177373,177726,+
YIL099W,chrIX,178004,179653,+
YIL098C,chrIX,179772,180239,-
YIL097W,chrIX,180427,181977,+
YIL096C,chrIX,182117,183127,-
YIL095W,chrIX,183937,186369,+
YIL094C,chrIX,186517,187632,-
YIL093C,chrIX,187990,188784,-
YIL092W,chrIX,189066,190967,+
YIL091C,chrIX,191030,193195,-
YIL090W,chrIX,193595,195070,+
