gene,domain_start,domain_end
YOR285W,29,131
YOR286W,39,139
YOR287C,120,292
YOR288C,32,114
YOR289W,61,233
YOR290C,248,281
YOR290C,1289,1369
YOR290C,595,660
YOR290C,782,1064
YOR290C,1570,1641
YOR290C,1088,1201
YOR291W,994,1081
YOR291W,306,435
YOR291W,521,766
YOR291W,929,970
YOR292C,243,303
YOR293W,3,93
YOR294W,18,199
YOR295W,6,53
YOR295W,123,193
YOR296W,859,952
YOR296W,639,705
YOR296W,1045,1180
YOR297C,47,180
YOR298C-A,2,76
YOR298C-A,86,137
YOR299W,123,533
YOR302W,2,24
YOR303W,188,368
YOR303W,8,145
YOR304W,754,886
YOR304W,196,469
YOR304W,944,1059
YOR304W,492,604
YOR305W,29,219
YOR306C,138,448
YOR307C,81,440
YOR308C,37,571
YOR310C,3,66
YOR310C,169,399
YOR316C,13,304
YOR317W,92,560
YOR319W,11,73
YOR319W,110,178
YOR321W,63,305
YOR321W,541,744
YOR321W,353,514
YOR322C,144,346
YOR323C,6,265
YOR324C,130,308
YOR326W,1383,1481
YOR326W,72,769
YOR327C,25,111
YOR328W,746,837
YOR328W,42,162
YOR328W,942,1093
YOR328W,196,356
YOR328W,1240,1456
YOR328W,524,735
YOR330C,568,938
YOR332W,23,223
YOR335C,877,949
YOR335C,690,749
YOR335C,13,590
YOR336W,237,932
YOR337W,69,105
YOR337W,329,579
YOR338W,284,354
YOR339C,12,148
YOR340C,45,125
YOR341W,656,833
YOR341W,10,469
YOR341W,473,652
YOR341W,892,982
YOR341W,989,1610
YOR343W-A,17,114
YOR343W-B,659,777
YOR343W-B,1295,1495
YOR343W-B,17,114
YOR343W-B,579,641
YOR344C,181,266
YOR346W,163,247
YOR346W,361,521
YOR346W,619,741
YOR347C,21,365
YOR347C,382,499
YOR348C,114,587
YOR350C,367,516
YOR351C,165,444
YOR351C,47,118
YOR352W,164,320
YOR353C,90,127
YOR353C,299,781
YOR356W,67,113
YOR356W,523,629
YOR357C,34,157
YOR358W,95,223
YOR359W,451,507
YOR360C,264,512
YOR361C,432,650
YOR361C,96,150
YOR362C,31,218
YOR362C,8,30
YOR363C,24,59
YOR365C,205,652
YOR365C,60,199
YOR367W,32,137
YOR368W,10,270
YOR369C,27,122
YOR370C,46,434
YOR374W,54,513
YOR375C,39,166
YOR375C,184,451
YOR377W,28,521
YOR378W,50,452
YOR380W,167,342
YOR380W,18,50
YOR381W,537,690
YOR381W,281,395
YOR381W,431,532
YOR384W,425,525
YOR384W,531,673
YOR384W,274,389
YOR386W,381,562
YOR386W,77,252
YOR387C,6,205
YOR388C,130,326
YOR388C,35,291
YOR390W,244,359
YOR393W,145,432
YOR393W,3,134
YOR394W,66,157
YPL001W,11,162
YPL001W,177,260
YPL002C,11,214
YPL004C,1,264
YPL005W,241,268
YPL006W,372,1156
YPL006W,21,257
YPL007C,515,584
YPL008W,655,834
YPL008W,235,415
YPL009C,910,1017
YPL009C,579,666
YPL009C,8,568
YPL010W,8,153
YPL011C,6,79
YPL012W,413,615
YPL013C,12,83
YPL015C,32,230
YPL016W,409,489
YPL017C,369,482
YPL017C,18,347
YPL019C,205,536
YPL019C,698,763
YPL020C,447,613
YPL021W,132,166
YPL022W,824,966
YPL023C,10,301
YPL024W,46,214
YPL026C,107,329
YPL028W,5,266
YPL028W,274,397
YPL029W,400,502
YPL029W,663,710
YPL030W,257,370
YPL031C,7,297
YPL032C,210,337
YPL033C,29,214
YPL036W,108,164
YPL036W,403,675
YPL036W,175,396
YPL037C,41,97
YPL040C,758,882
YPL040C,83,712
YPL041C,69,149
YPL042C,178,463
YPL043W,292,350
YPL043W,28,96
YPL043W,149,218
YPL045W,478,798
YPL045W,4,378
YPL046C,5,65
YPL047W,67,99
YPL048W,253,359
YPL048W,3,71
YPL048W,118,199
YPL050C,95,358
YPL051W,12,183
YPL053C,65,395
YPL054W,123,142
YPL054W,88,113
YPL055C,251,329
YPL057C,69,152
YPL058C,165,323
YPL058C,491,705
YPL058C,1159,1369
YPL058C,66,134
YPL058C,863,1012
YPL058C,716,805
YPL059W,47,114
YPL061W,36,496
YPL063W,192,339
YPL064C,17,138
YPL065W,40,241
YPL067C,17,170
YPL069C,22,261
YPL070W,316,408
YPL072W,53,494
YPL074W,718,750
YPL074W,507,647
YPL075W,638,709
YPL076W,6,273
YPL078C,75,237
YPL079W,3,99
YPL081W,107,150
YPL082C,1289,1580
YPL082C,611,1062
YPL082C,1644,1746
YPL083C,75,143
YPL084W,481,702
YPL084W,6,386
YPL085W,1137,1420
YPL085W,994,1077
YPL085W,291,567
YPL086C,408,546
YPL086C,116,304
YPL086C,322,401
YPL087W,14,285
YPL088W,18,333
YPL089C,10,57
YPL091W,24,349
YPL091W,372,482
YPL092W,12,409
YPL093W,396,449
YPL093W,234,291
YPL094C,42,258
YPL095C,168,434
YPL096W,217,276
YPL097W,83,396
YPL098C,14,79
YPL101W,71,438
YPL103C,224,426
YPL104W,51,128
YPL104W,150,626
YPL105C,151,202
YPL106C,5,642
YPL107W,71,114
YPL109C,225,352
YPL110C,543,624
YPL110C,877,1211
YPL110C,1,61
YPL111W,15,327
YPL112C,162,382
YPL113C,214,363
YPL115C,927,1092
YPL115C,636,738
YPL115C,522,620
YPL116W,70,433
YPL117C,103,257
YPL118W,3,295
YPL119C,178,362
YPL119C,397,506
YPL120W,180,535
YPL121C,15,222
YPL122C,12,406
YPL123C,53,269
YPL124W,1,250
YPL125W,31,101
YPL126W,291,324
YPL127C,45,116
YPL127C,179,250
YPL128C,30,304
YPL128C,410,464
YPL129W,30,109
YPL129W,181,241
YPL131W,14,176
YPL131W,193,289
YPL132W,103,254
YPL134C,9,111
YPL134C,215,302
YPL134C,127,205
YPL135W,35,159
YPL138C,24,70
YPL140C,216,481
YPL141C,43,313
YPL143W,7,101
YPL144W,1,143
YPL145C,16,318
YPL146C,17,423
YPL147W,183,466
YPL147W,637,777
YPL148C,14,166
YPL149W,83,281
YPL150W,41,287
YPL151C,130,168
YPL151C,215,252
YPL151C,393,427
YPL151C,258,294
YPL151C,173,210
YPL152W,3,298
YPL153C,201,466
YPL153C,66,133
YPL153C,603,680
YPL154C,90,404
YPL155C,80,493
YPL157W,99,261
YPL159C,160,191
YPL159C,103,142
YPL160W,809,932
YPL160W,52,116
YPL160W,192,769
YPL162C,93,225
YPL164C,24,120
YPL165C,23,337
YPL167C,905,1361
YPL167C,1398,1479
YPL167C,653,842
YPL167C,67,219
YPL169C,550,596
YPL170W,47,144
YPL171C,16,368
YPL172C,162,402
YPL174C,21,86
YPL175W,42,131
YPL175W,200,341
YPL176C,642,769
YPL177C,180,219
YPL178W,48,117
YPL179W,295,486
YPL179W,240,293
YPL180W,30,731
YPL181W,74,122
YPL183C,171,207
YPL183W-A,56,93
YPL184C,542,585
YPL187W,90,102
YPL187W,153,165
YPL187W,111,123
YPL187W,1,86
YPL187W,132,144
YPL188W,128,346
YPL189C-A,1,67
YPL189W,202,557
YPL190C,332,388
YPL191C,35,154
YPL193W,225,274
YPL194W,228,374
YPL195W,46,609
YPL196W,100,273
YPL198W,84,134
YPL198W,9,79
YPL199C,97,172
YPL199C,26,89
YPL202C,51,96
YPL202C,97,137
YPL203W,70,324
YPL204W,10,227
YPL206C,7,245
YPL207W,474,657
YPL207W,207,355
YPL207W,659,727
YPL209C,104,355
YPL210C,535,595
YPL211W,1,174
YPL212C,303,404
YPL213W,57,178
YPL214C,12,212
YPL214C,255,526
YPL215W,145,288
YPL216W,381,420
YPL216W,750,917
YPL216W,26,124
YPL217C,219,307
YPL217C,73,143
YPL217C,709,1010
YPL218W,11,190
YPL219W,341,466
YPL221W,27,161
YPL221W,166,596
YPL222W,49,648
YPL224C,134,351
YPL225W,15,138
YPL226W,944,993
YPL226W,587,716
YPL226W,829,1061
YPL227C,76,251
YPL228W,279,497
YPL230W,58,82
YPL231W,1768,1866
YPL231W,1183,1390
YPL231W,1522,1611
YPL232W,35,225
YPL232W,226,278
YPL233W,62,194
YPL234C,22,80
YPL234C,99,158
YPL235W,20,408
YPL236C,212,357
YPL236C,30,162
YPL237W,155,264
YPL239W,45,123
YPL240C,183,694
YPL240C,26,180
YPL242C,881,1068
YPL242C,1253,1395
YPL242C,112,217
YPL242C,719,737
YPL243W,23,551
YPL244C,8,325
YPL245W,70,441
YPL246C,51,192
YPL247C,283,316
YPL247C,386,423
YPL248C,50,106
YPL248C,244,427
YPL248C,9,47
YPL249C,455,648
YPL249C-A,4,99
YPL252C,68,148
YPL253C,355,494
YPL254W,58,316
YPL255W,218,384
YPL255W,10,170
YPL256C,43,195
YPL257W,26,181
YPL257W-B,17,114
YPL257W-B,1280,1480
YPL257W-B,663,781
YPL258C,340,549
YPL258C,33,283
YPL259C,164,473
YPL259C,49,132
YPL260W,209,372
YPL260W,375,448
YPL260W,428,516
YPL262W,36,367
YPL262W,433,485
YPL263C,565,644
YPL263C,207,255
YPL263C,453,505
YPL263C,93,145
YPL264C,195,324
YPL264C,16,159
YPL265W,90,556
YPL266W,28,280
YPL268W,297,370
YPL268W,593,708
YPL268W,383,521
YPL269W,83,634
YPL270W,120,399
YPL270W,465,614
YPL271W,2,51
YPL272C,66,342
YPL273W,18,321
YPL274W,81,543
YPL275W,22,186
YPL276W,35,132
YPL279C,244,359
YPR001W,67,467
YPR002W,42,498
YPR003C,578,707
YPR003C,119,513
YPR004C,25,196
YPR004C,220,303
YPR006C,47,575
YPR007C,16,114
YPR008W,2,40
YPR010C,700,1065
YPR010C,593,651
YPR010C,210,402
YPR010C,487,551
YPR010C,41,457
YPR010C,1067,1197
YPR011C,26,109
YPR011C,120,220
YPR011C,230,319
YPR015C,186,204
YPR016C,4,202
YPR017C,13,129
YPR018W,345,416
YPR019W,314,442
YPR019W,192,307
YPR019W,506,833
YPR020W,15,113
YPR021C,531,618
YPR021C,725,814
YPR021C,621,710
YPR022C,506,824
YPR023C,15,98
YPR023C,216,377
YPR024W,317,446
YPR024W,508,706
YPR025C,127,209
YPR025C,213,343
YPR026W,476,695
YPR026W,140,413
YPR028W,71,147
YPR029C,724,828
YPR029C,21,617
YPR030W,638,926
YPR031W,23,222
YPR031W,319,438
YPR031W,278,310
YPR032W,549,943
YPR033C,427,526
YPR033C,61,407
YPR034W,5,461
YPR035W,26,100
YPR035W,120,256
YPR036W,352,477
YPR036W,11,346
YPR037C,83,168
YPR040W,128,318
YPR041W,8,126
YPR041W,321,402
YPR042C,338,388
YPR042C,686,718
YPR042C,577,608
YPR042C,615,646
YPR045C,202,271
YPR045C,280,424
YPR047W,372,469
YPR047W,48,176
YPR047W,257,360
YPR048W,9,144
YPR048W,481,579
YPR048W,231,450
YPR049C,993,1171
YPR051W,33,135
YPR052C,21,89
YPR054W,38,337
YPR055W,34,174
YPR056W,23,309
YPR057W,28,303
YPR058W,24,110
YPR058W,216,306
YPR058W,118,204
YPR061C,59,147
YPR062W,9,109
YPR065W,10,83
YPR066W,2,287
YPR067W,58,178
YPR068C,20,388
YPR069C,13,255
YPR070W,12,133
YPR071W,29,196
YPR072W,2,212
YPR072W,386,556
YPR073C,10,157
YPR074C,355,532
YPR074C,7,339
YPR074C,546,656
YPR075C,30,63
YPR079W,151,236
YPR081C,505,595
YPR081C,183,480
YPR082C,5,137
YPR086W,23,66
YPR086W,133,202
YPR086W,239,309
YPR088C,335,436
YPR088C,6,88
YPR088C,110,304
YPR089W,556,725
YPR091C,276,431
YPR091C,136,265
YPR093C,3,48
YPR094W,1,105
YPR095C,461,621
YPR097W,7,149
YPR097W,284,499
YPR097W,563,916
YPR098C,11,104
YPR100W,40,90
YPR102C,64,140
YPR102C,7,60
YPR103W,72,255
YPR104C,461,539
YPR104C,301,374
YPR105C,190,524
YPR106W,138,367
YPR108W,95,269
YPR108W,288,391
YPR109W,34,230
YPR110C,54,324
YPR110C,83,220
YPR111W,170,469
YPR112C,347,417
YPR112C,43,87
YPR112C,765,833
YPR112C,534,594
YPR112C,665,739
YPR113W,19,81
YPR114W,101,294
YPR116W,8,273
YPR117W,1085,1234
YPR117W,794,942
YPR117W,1449,1946
YPR117W,974,1067
YPR117W,1959,2400
YPR118W,49,398
YPR119W,232,357
YPR119W,359,472
YPR120C,165,293
YPR120C,296,415
YPR121W,55,307
YPR121W,361,570
YPR122W,207,380
YPR122W,36,179
YPR124W,132,281
YPR125W,84,343
YPR127W,16,331
YPR128C,4,105
YPR128C,123,212
YPR128C,219,305
YPR129W,3,78
YPR131C,55,134
YPR133C,244,293
YPR133W-A,1,48
YPR135W,478,780
YPR137C-B,663,781
YPR137C-B,17,114
YPR137C-B,1280,1480
YPR137W,231,264
YPR138C,19,423
YPR140W,65,226
YPR141C,392,722
YPR143W,102,242
YPR144C,317,481
YPR145W,47,166
YPR145W,212,385
YPR147C,30,292
YPR148C,46,431
YPR149W,6,139
YPR151C,57,191
YPR152C,4,30
YPR152C,218,263
YPR153W,36,135
YPR154W,61,105
YPR155C,329,610
YPR156C,186,567
YPR158C-C,17,114
YPR158C-D,17,114
YPR158C-D,1280,1480
YPR158C-D,663,781
YPR158W-B,1281,1481
YPR158W-B,663,782
YPR158W-B,17,114
YPR159W,209,711
YPR160W,165,898
YPR161C,60,366
YPR162C,287,516
YPR165W,12,182
YPR166C,61,112
YPR167C,44,225
YPR168W,19,141
YPR172W,8,86
YPR173C,373,433
YPR173C,7,72
YPR173C,169,298
YPR174C,94,214
YPR175W,400,650
YPR176C,157,198
YPR176C,56,97
YPR176C,254,298
YPR176C,209,249
YPR176C,110,150
YPR178W,257,293
YPR178W,430,465
YPR178W,340,377
YPR178W,304,335
YPR179C,26,299
YPR180W,16,331
YPR181C,399,510
YPR181C,524,622
YPR181C,637,724
YPR181C,53,93
YPR181C,120,388
YPR182W,18,82
YPR183W,6,170
YPR184W,732,975
YPR184W,137,560
YPR184W,1045,1523
YPR184W,47,134
YPR185W,15,264
YPR186C,108,130
YPR186C,253,275
YPR186C,164,186
YPR187W,80,132
YPR189W,737,769
YPR189W,1021,1052
YPR190C,190,487
YPR190C,47,109
YPR191W,19,161
YPR192W,51,262
YPR193C,22,144
YPR194C,164,832
YPR196W,6,42
YPR198W,14,454
YPR200C,9,116
YPR201W,78,275
YPR202W,36,152
YPR204W,231,334
